"","Year","Total_Thawed_Nitrogen_Pg"
"1",1,8.3600484777435
"2",2,8.400013035079
"3",3,8.2552241801315
"4",4,8.358003876553
"5",5,8.557973176889
"6",6,8.4857810147905
"7",7,8.8632417347195
"8",8,8.969898505739
"9",9,9.19491541786225
"10",10,8.5782949877085
"11",11,8.9365242954345
"12",12,8.9099717256555
"13",13,8.9728681971955
"14",14,8.6053417995635
"15",15,8.9565183224475
"16",16,8.6814049621675
"17",17,8.807141139882
"18",18,8.863490583668
"19",19,8.6018813858775
"20",20,8.58662199566
"21",21,8.995062000234
"22",22,8.613508689922
"23",23,8.929901233963
"24",24,9.1915181063815
"25",25,8.889030234072
"26",26,9.35689567669075
"27",27,9.304560120263
"28",28,9.670847810662
"29",29,9.6850823576095
"30",30,9.110754347642
"31",31,8.9408729995195
"32",32,9.5880077909535
"33",33,9.18925952072975
"34",34,9.5677302245105
"35",35,9.1214097940785
"36",36,8.8361260197595
"37",37,9.2509031815625
"38",38,8.755880844841
"39",39,8.727844505973
"40",40,9.164196475246
"41",41,9.368638465738
"42",42,8.517438407349
"43",43,9.38425968163
"44",44,9.306978872288
"45",45,9.2284056789865
"46",46,9.306385126173
"47",47,9.4574078891885
"48",48,9.1053565840645
"49",49,9.256388494051
"50",50,9.442235284704
"51",51,9.5818930032245
"52",52,9.499582392021
"53",53,9.5407680352415
"54",54,8.550231826812
"55",55,8.99256925124025
"56",56,9.347767602342
"57",57,9.181381025431
"58",58,9.1750658981575
"59",59,9.13146335276637
"60",60,9.296811573217
"61",61,9.1823855777015
"62",62,9.304191411182
"63",63,9.155513054814
"64",64,8.9663770079505
"65",65,8.6224930351005
"66",66,9.3846470359155
"67",67,9.0172587230465
"68",68,8.6911325581005
"69",69,9.347241199082
"70",70,9.354961080919
"71",71,8.954089075897
"72",72,8.775413345608
"73",73,9.069696575457
"74",74,9.4600674614895
"75",75,9.2762501309155
"76",76,9.52968606673
"77",77,9.308388709235
"78",78,9.3570041715915
"79",79,9.7172823806655
"80",80,9.629632700391
"81",81,9.42488991601125
"82",82,9.288079957433
"83",83,9.4410050419095
"84",84,9.1711618750635
"85",85,9.3766005825875
"86",86,8.97529070681638
"87",87,9.1197708115335
"88",88,9.6982588762645
"89",89,9.52740370297425
"90",90,9.863015513739
"91",91,9.9945356200485
"92",92,9.565983296209
"93",93,9.47029445938325
"94",94,9.4759149172595
"95",95,9.3845360435495
"96",96,9.9134425097735
"97",97,10.0121801802335
"98",98,9.8732329325035
