"","sum","Year"
"Thawed_N_1",5.39180585367789,1850
"Thawed_N_2",5.50771044814056,1851
"Thawed_N_3",5.49122740163168,1852
"Thawed_N_4",6.20985754840884,1853
"Thawed_N_5",6.23913522181661,1854
"Thawed_N_6",5.84653933709134,1855
"Thawed_N_7",6.32140031763497,1856
"Thawed_N_8",6.63187793381042,1857
"Thawed_N_9",6.53093333395614,1858
"Thawed_N_10",5.52800668308388,1859
"Thawed_N_11",6.11195939496779,1860
"Thawed_N_12",5.63237666845408,1861
"Thawed_N_13",5.94852212220988,1862
"Thawed_N_14",5.67294572292328,1863
"Thawed_N_15",6.11843608472563,1864
"Thawed_N_16",6.00920588622243,1865
"Thawed_N_17",6.02886012540308,1866
"Thawed_N_18",6.1664627215647,1867
"Thawed_N_19",5.79490100692523,1868
"Thawed_N_20",5.41256388349905,1869
"Thawed_N_21",5.81083511746367,1870
"Thawed_N_22",5.88901191369168,1871
"Thawed_N_23",5.96691602299566,1872
"Thawed_N_24",6.09927550027068,1873
"Thawed_N_25",5.99070948351472,1874
"Thawed_N_26",6.280146385433,1875
"Thawed_N_27",6.19987975248188,1876
"Thawed_N_28",6.75401633010847,1877
"Thawed_N_29",6.78148318214937,1878
"Thawed_N_30",6.49641935593722,1879
"Thawed_N_31",6.4253792752322,1880
"Thawed_N_32",6.63338590431405,1881
"Thawed_N_33",6.25327026711534,1882
"Thawed_N_34",6.5412796198417,1883
"Thawed_N_35",6.17185179634265,1884
"Thawed_N_36",5.90075376091157,1885
"Thawed_N_37",6.56116606682662,1886
"Thawed_N_38",5.92650234217088,1887
"Thawed_N_39",6.12675833748668,1888
"Thawed_N_40",6.29272647759676,1889
"Thawed_N_41",6.28666233213096,1890
"Thawed_N_42",5.77415473760506,1891
"Thawed_N_43",6.52618742573242,1892
"Thawed_N_44",6.49253284605948,1893
"Thawed_N_45",6.94745344333007,1894
"Thawed_N_46",6.18042235486664,1895
"Thawed_N_47",6.842417672075,1896
"Thawed_N_48",6.56204983459554,1897
"Thawed_N_49",6.80839855672056,1898
"Thawed_N_50",6.90851249935747,1899
"Thawed_N_51",7.18908145237486,1900
"Thawed_N_52",7.0763965083288,1901
"Thawed_N_53",7.0075342256144,1902
"Thawed_N_54",6.30290971132863,1903
"Thawed_N_55",6.41473424320664,1904
"Thawed_N_56",6.88890701174997,1905
"Thawed_N_57",6.73421861901129,1906
"Thawed_N_58",6.51297404190859,1907
"Thawed_N_59",6.58823856829412,1908
"Thawed_N_60",6.85775612619714,1909
"Thawed_N_61",6.69936924935726,1910
"Thawed_N_62",6.60741945482016,1911
"Thawed_N_63",6.63003465124548,1912
"Thawed_N_64",6.57137013819085,1913
"Thawed_N_65",6.34687906007616,1914
"Thawed_N_66",6.6146451066773,1915
"Thawed_N_67",6.35380790901559,1916
"Thawed_N_68",5.86946600342872,1917
"Thawed_N_69",6.59131946243436,1918
"Thawed_N_70",6.55700412272671,1919
"Thawed_N_71",6.0966773396094,1920
"Thawed_N_72",6.41485275221011,1921
"Thawed_N_73",6.56142809221091,1922
"Thawed_N_74",7.36124872849695,1923
"Thawed_N_75",6.74000148809184,1924
"Thawed_N_76",6.88971538537737,1925
"Thawed_N_77",6.25311553414455,1926
"Thawed_N_78",6.77984415043074,1927
"Thawed_N_79",7.31408215339262,1928
"Thawed_N_80",6.91498723197258,1929
"Thawed_N_81",6.73874370421722,1930
"Thawed_N_82",6.59962885020963,1931
"Thawed_N_83",6.89104347502849,1932
"Thawed_N_84",6.54737643208966,1933
"Thawed_N_85",6.4695162591783,1934
"Thawed_N_86",6.30849139270966,1935
"Thawed_N_87",6.42400520755714,1936
"Thawed_N_88",6.39236636565443,1937
"Thawed_N_89",6.89070680066142,1938
"Thawed_N_90",6.8928036299884,1939
"Thawed_N_91",7.20484596606021,1940
"Thawed_N_92",6.88620576439459,1941
"Thawed_N_93",6.76604600864905,1942
"Thawed_N_94",6.64279678647232,1943
"Thawed_N_95",6.60053195046116,1944
"Thawed_N_96",7.58637112036553,1945
"Thawed_N_97",7.66294720897514,1946
"Thawed_N_98",7.21520410653232,1947
"Thawed_N_99",7.68410257076186,1948
"Thawed_N_100",7.30124199841442,1949
"Thawed_N_101",6.82131496876217,1950
"Thawed_N_102",6.93591975398359,1951
"Thawed_N_103",7.17446480278605,1952
"Thawed_N_104",7.40624448144563,1953
"Thawed_N_105",7.24585812222669,1954
"Thawed_N_106",7.29058483841449,1955
"Thawed_N_107",7.25895502448713,1956
"Thawed_N_108",7.66633500831124,1957
"Thawed_N_109",6.9654225610078,1958
"Thawed_N_110",7.17238861026915,1959
"Thawed_N_111",7.12498721161964,1960
"Thawed_N_112",7.01267928723867,1961
"Thawed_N_113",7.03780801549089,1962
"Thawed_N_114",7.41255618280024,1963
"Thawed_N_115",7.18095830164212,1964
"Thawed_N_116",6.95951563169974,1965
"Thawed_N_117",6.93533717249792,1966
"Thawed_N_118",6.12451586493756,1967
"Thawed_N_119",6.59114620186644,1968
"Thawed_N_120",7.12729487214199,1969
"Thawed_N_121",7.19112455746474,1970
"Thawed_N_122",6.47872098151177,1971
"Thawed_N_123",6.4040841603163,1972
"Thawed_N_124",6.78428108695157,1973
"Thawed_N_125",6.25865760691059,1974
"Thawed_N_126",6.55169622738841,1975
"Thawed_N_127",6.50068548967727,1976
"Thawed_N_128",6.80748923961031,1977
"Thawed_N_129",6.97344118332895,1978
"Thawed_N_130",7.0081252466292,1979
"Thawed_N_131",7.19600910653409,1980
"Thawed_N_132",7.22446786261675,1981
"Thawed_N_133",6.95891659545933,1982
"Thawed_N_134",6.80634975769965,1983
"Thawed_N_135",6.98823918329788,1984
"Thawed_N_136",7.39381493639634,1985
"Thawed_N_137",7.09719085814634,1986
"Thawed_N_138",6.94562144449413,1987
"Thawed_N_139",7.09321373184495,1988
