"","sum","Year"
"Thawed_N_1",0.438835160641738,1850
"Thawed_N_2",0.448081000294093,1851
"Thawed_N_3",0.446384537129065,1852
"Thawed_N_4",0.504768618665867,1853
"Thawed_N_5",0.506818894004655,1854
"Thawed_N_6",0.474826907452405,1855
"Thawed_N_7",0.513126415182379,1856
"Thawed_N_8",0.538832211478336,1857
"Thawed_N_9",0.530757142609637,1858
"Thawed_N_10",0.449791610590197,1859
"Thawed_N_11",0.496764550620426,1860
"Thawed_N_12",0.457258226725626,1861
"Thawed_N_13",0.482968628065168,1862
"Thawed_N_14",0.461183970398632,1863
"Thawed_N_15",0.496342111620141,1864
"Thawed_N_16",0.487284364480053,1865
"Thawed_N_17",0.48880229457548,1866
"Thawed_N_18",0.501573245014467,1867
"Thawed_N_19",0.471049401857766,1868
"Thawed_N_20",0.439593256295454,1869
"Thawed_N_21",0.472717397961114,1870
"Thawed_N_22",0.477725153087799,1871
"Thawed_N_23",0.483829986985754,1872
"Thawed_N_24",0.494628404983985,1873
"Thawed_N_25",0.486050736615728,1874
"Thawed_N_26",0.509648086475763,1875
"Thawed_N_27",0.503236980603921,1876
"Thawed_N_28",0.547603556841314,1877
"Thawed_N_29",0.549813714429906,1878
"Thawed_N_30",0.527234329390739,1879
"Thawed_N_31",0.520712241703921,1880
"Thawed_N_32",0.538486912511738,1881
"Thawed_N_33",0.507407098584398,1882
"Thawed_N_34",0.530837946461976,1883
"Thawed_N_35",0.500882408975211,1884
"Thawed_N_36",0.478613805313021,1885
"Thawed_N_37",0.532342109900781,1886
"Thawed_N_38",0.480668992217042,1887
"Thawed_N_39",0.497005691087931,1888
"Thawed_N_40",0.510491741273016,1889
"Thawed_N_41",0.509576526689449,1890
"Thawed_N_42",0.468153045726707,1891
"Thawed_N_43",0.52916700630777,1892
"Thawed_N_44",0.52670389947021,1893
"Thawed_N_45",0.563789767783705,1894
"Thawed_N_46",0.501383038730966,1895
"Thawed_N_47",0.554755557175721,1896
"Thawed_N_48",0.532175721054599,1897
"Thawed_N_49",0.551971649720017,1898
"Thawed_N_50",0.560456929370427,1899
"Thawed_N_51",0.582996708241032,1900
"Thawed_N_52",0.574095582369495,1901
"Thawed_N_53",0.568614668241939,1902
"Thawed_N_54",0.511228541786796,1903
"Thawed_N_55",0.52019253057098,1904
"Thawed_N_56",0.558667492375764,1905
"Thawed_N_57",0.546229790776121,1906
"Thawed_N_58",0.528523991333678,1907
"Thawed_N_59",0.534522018183448,1908
"Thawed_N_60",0.555841191940843,1909
"Thawed_N_61",0.543439202258372,1910
"Thawed_N_62",0.535913558523331,1911
"Thawed_N_63",0.53793964396548,1912
"Thawed_N_64",0.533405501919274,1913
"Thawed_N_65",0.514530198567086,1914
"Thawed_N_66",0.536666684335103,1915
"Thawed_N_67",0.514844624609105,1916
"Thawed_N_68",0.475915897141693,1917
"Thawed_N_69",0.533436850149504,1918
"Thawed_N_70",0.532270371779634,1919
