"","sum","Year"
"Thawed_N_1",0.42907430414689,1851
"Thawed_N_2",0.444719258777222,1852
"Thawed_N_3",0.439546537712775,1853
"Thawed_N_4",0.470678790884041,1854
"Thawed_N_5",0.483883260077998,1855
"Thawed_N_6",0.450228223595145,1856
"Thawed_N_7",0.501168562938825,1857
"Thawed_N_8",0.51303935829654,1858
"Thawed_N_9",0.520839722753551,1859
"Thawed_N_10",0.465487782126019,1860
"Thawed_N_11",0.509232894128877,1861
"Thawed_N_12",0.489985082856298,1862
"Thawed_N_13",0.494986097498489,1863
"Thawed_N_14",0.462043764034419,1864
"Thawed_N_15",0.487567847123399,1865
"Thawed_N_16",0.482438250539902,1866
"Thawed_N_17",0.475285597872286,1867
"Thawed_N_18",0.490105700137361,1868
"Thawed_N_19",0.454280983962534,1869
"Thawed_N_20",0.458386172834632,1870
"Thawed_N_21",0.484809663722956,1871
"Thawed_N_22",0.466850281598242,1872
"Thawed_N_23",0.483291009946676,1873
"Thawed_N_24",0.49178197100251,1874
"Thawed_N_25",0.480532136219543,1875
"Thawed_N_26",0.522988736301923,1876
"Thawed_N_27",0.518791696049539,1877
"Thawed_N_28",0.549790437948318,1878
"Thawed_N_29",0.543475118539195,1879
"Thawed_N_30",0.525144715505749,1880
"Thawed_N_31",0.509130146359797,1881
"Thawed_N_32",0.542273878246346,1882
"Thawed_N_33",0.518029391194816,1883
"Thawed_N_34",0.53085944564023,1884
"Thawed_N_35",0.512957819864118,1885
"Thawed_N_36",0.500054471075594,1886
"Thawed_N_37",0.540411262413059,1887
"Thawed_N_38",0.494367341370796,1888
"Thawed_N_39",0.517589342852435,1889
"Thawed_N_40",0.520705075982468,1890
"Thawed_N_41",0.51893072604456,1891
"Thawed_N_42",0.473204395683537,1892
"Thawed_N_43",0.521321873712718,1893
"Thawed_N_44",0.521847687292806,1894
"Thawed_N_45",0.535585576298695,1895
"Thawed_N_46",0.49469327205615,1896
"Thawed_N_47",0.53572061254957,1897
"Thawed_N_48",0.532827254854331,1898
"Thawed_N_49",0.526596031699258,1899
"Thawed_N_50",0.532613604195524,1900
"Thawed_N_51",0.55142161433699,1901
"Thawed_N_52",0.537383696575181,1902
"Thawed_N_53",0.540723617291294,1903
"Thawed_N_54",0.478286357139584,1904
"Thawed_N_55",0.497091058844109,1905
"Thawed_N_56",0.518010177886247,1906
"Thawed_N_57",0.517136839797788,1907
"Thawed_N_58",0.500648206523931,1908
"Thawed_N_59",0.519606251501588,1909
"Thawed_N_60",0.528752931311049,1910
"Thawed_N_61",0.513592984052749,1911
