"","sum","Year"
"Thawed_N_1",1.14830704177868,1851
"Thawed_N_2",1.16500351119177,1852
"Thawed_N_3",1.14897013876731,1853
"Thawed_N_4",1.1925452170277,1854
"Thawed_N_5",1.16404315250382,1855
"Thawed_N_6",1.17500945774194,1856
"Thawed_N_7",1.2100076200181,1857
"Thawed_N_8",1.23405448095954,1858
"Thawed_N_9",1.24264733023194,1859
"Thawed_N_10",1.15413822788453,1860
"Thawed_N_11",1.22179356301711,1861
"Thawed_N_12",1.2079581421524,1862
"Thawed_N_13",1.23394997080146,1863
"Thawed_N_14",1.2091263135232,1864
"Thawed_N_15",1.23601197055735,1865
"Thawed_N_16",1.21537106586563,1866
"Thawed_N_17",1.21552829812235,1867
"Thawed_N_18",1.21437850008082,1868
"Thawed_N_19",1.19840488235316,1869
"Thawed_N_20",1.18143746271953,1870
"Thawed_N_21",1.21660227703661,1871
"Thawed_N_22",1.17427814702669,1872
"Thawed_N_23",1.23398357797334,1873
"Thawed_N_24",1.24948396178784,1874
"Thawed_N_25",1.21375298129716,1875
"Thawed_N_26",1.28730109504745,1876
"Thawed_N_27",1.26317222483103,1877
"Thawed_N_28",1.31524693986705,1878
"Thawed_N_29",1.30709185528339,1879
"Thawed_N_30",1.2610381741024,1880
"Thawed_N_31",1.22598915588191,1881
"Thawed_N_32",1.28777155777092,1882
"Thawed_N_33",1.26458060341538,1883
"Thawed_N_34",1.29265652545727,1884
"Thawed_N_35",1.2568911535624,1885
"Thawed_N_36",1.23099242509892,1886
"Thawed_N_37",1.27557969016145,1887
"Thawed_N_38",1.20919735782217,1888
"Thawed_N_39",1.21417202865029,1889
"Thawed_N_40",1.25309283216075,1890
"Thawed_N_41",1.2593073307645,1891
"Thawed_N_42",1.18603368650972,1892
"Thawed_N_43",1.27007115224763,1893
"Thawed_N_44",1.26045749326908,1894
"Thawed_N_45",1.26315207181391,1895
"Thawed_N_46",1.23916569151478,1896
"Thawed_N_47",1.29263650372748,1897
"Thawed_N_48",1.26056359683858,1898
"Thawed_N_49",1.27036778386885,1899
"Thawed_N_50",1.27105055191491,1900
"Thawed_N_51",1.29858188632297,1901
"Thawed_N_52",1.28019940373575,1902
"Thawed_N_53",1.26798071262515,1903
"Thawed_N_54",1.17301152102582,1904
"Thawed_N_55",1.22147370884212,1905
"Thawed_N_56",1.25592369149462,1906
"Thawed_N_57",1.25066678119851,1907
"Thawed_N_58",1.24811641966208,1908
"Thawed_N_59",1.23916710329061,1909
"Thawed_N_60",1.28528187962872,1910
"Thawed_N_61",1.24536616747688,1911
"Thawed_N_62",1.2430705151307,1912
"Thawed_N_63",1.21274096911398,1913
"Thawed_N_64",1.21280053525757,1914
"Thawed_N_65",1.16464749377185,1915
"Thawed_N_66",1.24106964235844,1916
"Thawed_N_67",1.21652306807137,1917
"Thawed_N_68",1.182640419932,1918
"Thawed_N_69",1.25064392516656,1919
"Thawed_N_70",1.2469389578418,1920
"Thawed_N_71",1.2163882598784,1921
"Thawed_N_72",1.20421871393137,1922
"Thawed_N_73",1.2511365869864,1923
"Thawed_N_74",1.27770229209288,1924
"Thawed_N_75",1.25503480567659,1925
"Thawed_N_76",1.27092863271237,1926
