"","sum","Year"
"Thawed_N_146",8.27146193867443,1995
"Thawed_N_147",8.97730488652451,1996
"Thawed_N_148",8.78935530782737,1997
"Thawed_N_149",9.03948811802861,1998
"Thawed_N_150",9.51465886711481,1999
"Thawed_N_151",9.59221057626653,2000
"Thawed_N_152",10.0158877626225,2001
"Thawed_N_153",9.86451096905632,2002
"Thawed_N_154",9.93859215698286,2003
"Thawed_N_155",10.2705967576952,2004
"Thawed_N_156",10.0961026379957,2005
"Thawed_N_157",10.8070776172814,2006
"Thawed_N_158",11.4966705016498,2007
"Thawed_N_159",11.3601697955335,2008
"Thawed_N_160",11.6321176143961,2009
"Thawed_N_161",11.236479146149,2010
"Thawed_N_162",11.5631917631253,2011
"Thawed_N_163",11.9833257716405,2012
"Thawed_N_164",11.5799084426687,2013
"Thawed_N_165",12.29589936786,2014
"Thawed_N_166",11.6807916560918,2015
"Thawed_N_167",11.8205886104884,2016
"Thawed_N_168",11.9355964925277,2017
"Thawed_N_169",11.9784681384631,2018
"Thawed_N_170",12.4224716058979,2019
"Thawed_N_171",12.6770627850653,2020
"Thawed_N_172",12.6864546485785,2021
"Thawed_N_173",12.0698612451969,2022
"Thawed_N_174",12.6547645611356,2023
"Thawed_N_175",12.7541140487187,2024
"Thawed_N_176",13.2912640270243,2025
"Thawed_N_177",13.0117582983282,2026
"Thawed_N_178",13.0820976674355,2027
"Thawed_N_179",13.2729821056664,2028
"Thawed_N_180",13.523879116893,2029
"Thawed_N_181",13.6824785783057,2030
"Thawed_N_182",13.8570693402854,2031
"Thawed_N_183",14.0765125645576,2032
"Thawed_N_184",14.3124091804364,2033
"Thawed_N_185",14.4887797012946,2034
"Thawed_N_186",14.4785493368754,2035
"Thawed_N_187",14.3225093582193,2036
"Thawed_N_188",14.2704431861922,2037
"Thawed_N_189",14.7791342694288,2038
"Thawed_N_190",14.6958066737803,2039
"Thawed_N_191",14.9928162373752,2040
"Thawed_N_192",15.5486618752375,2041
"Thawed_N_193",15.5301169616909,2042
"Thawed_N_194",15.2034016694918,2043
"Thawed_N_195",15.2990840860138,2044
"Thawed_N_196",15.5194713576334,2045
"Thawed_N_197",15.5242381925283,2046
"Thawed_N_198",15.6420450632779,2047
"Thawed_N_199",16.3187940448537,2048
"Thawed_N_200",15.9254239735253,2049
"Thawed_N_201",16.3318898325584,2050
"Thawed_N_202",16.3332278048429,2051
"Thawed_N_203",16.8355254102932,2052
"Thawed_N_204",17.0731164994757,2053
"Thawed_N_205",17.1517889826052,2054
"Thawed_N_206",17.0450471349888,2055
"Thawed_N_207",17.1647711382138,2056
"Thawed_N_208",17.269027316937,2057
"Thawed_N_209",17.5330162316358,2058
"Thawed_N_210",17.8387850712567,2059
"Thawed_N_211",18.2464712868086,2060
"Thawed_N_212",18.4356160054924,2061
"Thawed_N_213",17.977999563726,2062
"Thawed_N_214",17.9055345810967,2063
"Thawed_N_215",18.3333358317757,2064
"Thawed_N_216",18.3662651694307,2065
"Thawed_N_217",17.7812787784477,2066
"Thawed_N_218",17.8075024999419,2067
"Thawed_N_219",17.8014040670288,2068
"Thawed_N_220",17.8344644536533,2069
"Thawed_N_221",17.6701527293273,2070
"Thawed_N_222",17.145204996474,2071
"Thawed_N_223",16.9733889311463,2072
"Thawed_N_224",17.0963413022438,2073
"Thawed_N_225",17.1734006651206,2074
"Thawed_N_226",17.0503652203124,2075
"Thawed_N_227",16.9053844193673,2076
"Thawed_N_228",16.8687184578506,2077
"Thawed_N_229",17.3012336199519,2078
"Thawed_N_230",16.660142278057,2079
"Thawed_N_231",16.451275675591,2080
"Thawed_N_232",16.572045995847,2081
"Thawed_N_233",16.1805871444351,2082
"Thawed_N_234",15.8977687993899,2083
"Thawed_N_235",16.0891316888492,2084
"Thawed_N_236",15.6049305767074,2085
"Thawed_N_237",15.5678920758646,2086
"Thawed_N_238",15.4361821439427,2087
"Thawed_N_239",15.3059211540406,2088
"Thawed_N_240",15.0933882211494,2089
"Thawed_N_241",14.9296248749015,2090
"Thawed_N_242",14.7304587724977,2091
"Thawed_N_243",14.701135038967,2092
"Thawed_N_244",15.0115846593353,2093
"Thawed_N_245",14.900332147816,2094
"Thawed_N_246",14.6350081308219,2095
"Thawed_N_247",14.4697531528241,2096
"Thawed_N_248",14.0453789313942,2097
"Thawed_N_249",14.153083004773,2098
"Thawed_N_250",13.772489093156,2099
"Thawed_N_251",13.7921864331135,2100
