"","sum","Year"
"Thawed_N_153",22.6533612428859,2002
"Thawed_N_154",22.1240073059342,2003
"Thawed_N_155",22.9063788750309,2004
"Thawed_N_156",23.4337049812969,2005
"Thawed_N_157",23.8200725605371,2006
"Thawed_N_158",24.2912881124337,2007
"Thawed_N_159",24.695731768886,2008
"Thawed_N_160",24.9244943818619,2009
"Thawed_N_161",24.7812180024568,2010
"Thawed_N_162",25.1318189471053,2011
"Thawed_N_163",25.3834650354686,2012
"Thawed_N_164",24.9623489204157,2013
"Thawed_N_165",26.4802373531684,2014
"Thawed_N_166",27.0027589425874,2015
"Thawed_N_167",26.6688837229609,2016
"Thawed_N_168",27.5503411782569,2017
"Thawed_N_169",27.9349609052349,2018
"Thawed_N_170",28.5126669330336,2019
"Thawed_N_171",29.115099898192,2020
"Thawed_N_172",29.2954450628531,2021
"Thawed_N_173",29.5866060201709,2022
"Thawed_N_174",30.6129558575368,2023
"Thawed_N_175",30.9154618931096,2024
"Thawed_N_176",31.6961349682241,2025
"Thawed_N_177",31.698141054845,2026
"Thawed_N_178",32.1726695574129,2027
"Thawed_N_179",32.1511466693459,2028
"Thawed_N_180",31.9926028134514,2029
"Thawed_N_181",32.9565713149536,2030
"Thawed_N_182",33.200046395339,2031
"Thawed_N_183",32.9988615688411,2032
"Thawed_N_184",33.7182530268051,2033
"Thawed_N_185",34.3309167791311,2034
"Thawed_N_186",34.2373862732304,2035
"Thawed_N_187",35.4352206379428,2036
"Thawed_N_188",36.1967450206456,2037
"Thawed_N_189",36.3885172298741,2038
"Thawed_N_190",35.8180216854579,2039
"Thawed_N_191",36.0585977756528,2040
"Thawed_N_192",36.3631474356445,2041
"Thawed_N_193",36.3966356689419,2042
"Thawed_N_194",36.7032400223642,2043
"Thawed_N_195",37.004553317291,2044
"Thawed_N_196",37.6271920592256,2045
"Thawed_N_197",38.0196300710114,2046
"Thawed_N_198",38.4052173790751,2047
"Thawed_N_199",38.3938865335666,2048
"Thawed_N_200",38.4445657590029,2049
"Thawed_N_201",39.3951541336959,2050
"Thawed_N_202",39.6278821217734,2051
"Thawed_N_203",39.1487114664231,2052
"Thawed_N_204",38.7437941137956,2053
"Thawed_N_205",39.3796217135787,2054
"Thawed_N_206",40.4065886023583,2055
"Thawed_N_207",40.4188212221728,2056
"Thawed_N_208",40.8325320862436,2057
"Thawed_N_209",39.9452316656936,2058
"Thawed_N_210",40.7962732670284,2059
"Thawed_N_211",41.0302193247139,2060
"Thawed_N_212",40.9720643061736,2061
"Thawed_N_213",41.5468268272021,2062
"Thawed_N_214",41.9163522547052,2063
"Thawed_N_215",41.6066724042509,2064
"Thawed_N_216",41.975674805419,2065
"Thawed_N_217",42.6639471643187,2066
"Thawed_N_218",42.4588861586013,2067
"Thawed_N_219",42.5168028541168,2068
"Thawed_N_220",42.577316438939,2069
"Thawed_N_221",43.0147558852232,2070
"Thawed_N_222",43.1430270672192,2071
"Thawed_N_223",43.2978297121801,2072
"Thawed_N_224",43.0196005647917,2073
"Thawed_N_225",43.3004944310983,2074
"Thawed_N_226",43.5025086300433,2075
"Thawed_N_227",43.3014085688601,2076
"Thawed_N_228",43.1626496445734,2077
"Thawed_N_229",43.5050912535081,2078
"Thawed_N_230",43.9413532045397,2079
"Thawed_N_231",44.0407162180259,2080
"Thawed_N_232",43.4711493217651,2081
"Thawed_N_233",44.0571393744048,2082
"Thawed_N_234",43.6045138980488,2083
"Thawed_N_235",43.9082789724082,2084
"Thawed_N_236",43.909364524316,2085
"Thawed_N_237",44.0633652049599,2086
"Thawed_N_238",44.1723128602558,2087
"Thawed_N_239",43.6853685102805,2088
"Thawed_N_240",43.7490446645222,2089
"Thawed_N_241",44.0076478635227,2090
"Thawed_N_242",43.8469881469103,2091
"Thawed_N_243",44.587407303547,2092
"Thawed_N_244",43.6599756967196,2093
"Thawed_N_245",43.5437972570416,2094
"Thawed_N_246",43.9326320607926,2095
"Thawed_N_247",43.9614218163839,2096
"Thawed_N_248",44.1328407678179,2097
"Thawed_N_249",45.0283380490501,2098
"Thawed_N_250",44.6551916015946,2099
"Thawed_N_251",44.2392812382736,2100
