Year,SSP126,SSP245,SSP370,SSP585
2001,0.607296415,0.607296415,0.575710109,0.575710109
2002,0.685731209,0.685731209,0.68521822,0.68521822
2003,0.509144828,0.509144828,0.572774418,0.572774418
2004,0.651788504,0.651788504,0.701168619,0.701168619
2005,0.729052694,0.729052694,0.770919876,0.770919876
2006,0.769036574,0.769036574,0.791396877,0.791396877
2007,0.767346765,0.767346765,0.866601245,0.866601245
2008,0.815467195,0.815467195,0.9305143,0.9305143
2009,0.91588565,0.91588565,1.03589582,1.03589582
2010,0.862447875,0.862447875,0.985460404,0.985460404
2011,0.867371275,0.867371275,0.976238581,0.976238581
2012,0.895198925,0.895198925,0.989962862,0.989962862
2013,0.862042724,0.862042724,0.954770381,0.954770381
2014,0.985991952,0.985991952,1.151283958,1.151283958
2015,1.021171001,1.176843524,0.963387565,1.111309949
2016,1.054765806,1.137158988,0.895304455,1.160918887
2017,1.180277524,1.094376568,1.08253719,1.166065897
2018,1.110059074,1.145767583,1.091708187,1.129881205
2019,1.194498285,1.260660978,1.054673081,1.35437153
2020,1.369018328,1.405570453,1.275173508,1.3652151
2021,1.343711138,1.303888799,1.264259862,1.514765121
2022,1.385812868,1.476895599,1.233722478,1.508960952
2023,1.519985491,1.464940003,1.292334241,1.542279039
2024,1.457004754,1.551250614,1.4807789,1.71331484
2025,1.509434825,1.489789257,1.46543435,1.721623479
2026,1.608196639,1.422758905,1.584761587,1.846961365
2027,1.590782087,1.513779899,1.516339708,1.866308511
2028,1.520107926,1.560320239,1.715442091,2.031792436
2029,1.566732102,1.749624301,1.754788832,2.072528795
2030,1.604010298,1.600472603,1.773099521,2.111685973
2031,1.74845158,1.560236274,1.867292002,2.235319734
2032,1.69280927,1.644335492,1.873180132,2.275020307
2033,1.758233292,1.712183,2.04181523,2.376917092
2034,1.903563976,1.868114512,1.957265924,2.364416142
2035,1.806833086,1.937987194,2.089777962,2.484467814
2036,2.054921684,2.017689571,2.098312332,2.580276277
2037,2.172941536,1.991722016,2.305898804,2.601390542
2038,2.142729948,1.978408763,2.367595569,2.668968918
2039,2.04160453,2.189464807,2.38217363,2.782667133
2040,2.021472947,2.138052426,2.440876247,2.925000619
2041,2.011363035,2.218690108,2.556031058,2.973768771
2042,2.079196947,2.303835714,2.621549013,3.050342542
2043,2.142909106,2.350774968,2.665788177,3.088758101
2044,2.17028047,2.4146032,2.528569113,3.093779191
2045,2.274699306,2.383829548,2.648826879,3.348966331
2046,2.223761949,2.46343691,2.725936088,3.311992952
2047,2.257093413,2.624275455,2.800847207,3.391538576
2048,2.261726766,2.616158692,2.894820412,3.451460548
2049,2.218405103,2.599361347,2.883026858,3.625258469
2050,2.413812937,2.633588057,3.120614294,3.629343562
2051,2.409343712,2.640086327,3.254858141,3.665887938
2052,2.324993511,2.824117182,3.170626337,3.825024755
2053,2.399293072,2.758085103,3.287506148,3.851182851
2054,2.506891289,2.75812966,3.361971991,3.950414158
2055,2.577930474,2.873713948,3.575989987,3.992769484
2056,2.594939397,2.840707787,3.553543233,4.026480039
2057,2.695730139,2.906196621,3.635716853,4.172031516
2058,2.51750472,2.985194439,3.72416981,4.418514503
2059,2.589249597,3.020461162,3.863181537,4.429732831
2060,2.647253952,3.045022358,3.853127211,4.622746223
2061,2.625507465,3.099627622,4.027476338,4.61549275
2062,2.733995008,3.094840134,4.121475372,4.836024726
2063,2.693890313,3.252757557,4.195066421,4.913813245
2064,2.586245809,3.23553253,4.168931628,5.046540862
2065,2.691083742,3.308368708,4.275899147,5.102776499
2066,2.926369013,3.261791743,4.420273807,5.1506794
2067,2.813507046,3.308967409,4.451987601,5.24208616
2068,2.897439381,3.519524088,4.494497263,5.278831682
2069,2.740758703,3.433132505,4.502548075,5.457610431
2070,2.874772482,3.353802106,4.642345129,5.532360931
2071,2.867280728,3.443468964,4.681221157,5.588963808
2072,2.90670121,3.556381984,4.914533485,5.695167834
2073,2.824582207,3.486983441,4.94278622,5.683866664
2074,2.844488082,3.606566604,5.01644551,5.702964182
2075,2.89251737,3.584780764,5.022040453,5.754841206
2076,2.865996283,3.597618835,5.099040245,5.913623719
2077,2.899874327,3.581296616,5.252704106,5.920018706
2078,2.896930011,3.605813988,5.264809899,5.94764781
2079,2.940815245,3.566961924,5.399514463,6.002926329
2080,2.88965896,3.60847066,5.489118161,6.220357579
2081,2.840030806,3.69574236,5.457020375,6.261796986
2082,2.987589552,3.683659845,5.506171529,6.355448756
2083,2.879209812,3.689561461,5.602153525,6.371508505
2084,2.865240208,3.802155447,5.658969339,6.466165242
2085,2.924898217,3.93167948,5.755555482,6.448414588
2086,2.970667886,3.865882638,5.829189456,6.591711771
2087,2.954825239,3.853295182,5.776512929,6.595829233
2088,2.890822165,3.862920434,5.854152664,6.66802703
2089,2.844515242,3.783076944,5.91516546,6.638297216
2090,2.874348833,3.799129153,5.959441291,6.70855231
2091,2.848008838,3.852334346,6.072431902,6.809230569
2092,3.067545354,3.917990589,6.09228406,6.84914353
2093,2.886622542,4.019714766,6.080425824,6.881129781
2094,2.836536085,3.967382821,6.028604527,6.935408318
2095,2.937153388,4.01420435,6.201057809,7.059827806
2096,2.882778814,4.02967704,6.218687916,7.050889686
2097,2.879161362,4.076294201,6.358467756,7.038857805
2098,2.980516757,4.032061496,6.381062744,7.16388935
2099,2.985876152,4.003051918,6.437725583,7.096573112
2100,2.9215408,4.061911411,6.398886192,
